Name,Total population,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Median age,Median household income($),Male population,Female population,Total educational attainment,High school graduate,Bachelors degree,Masters degree,zip code tabulation area
ZCTA5 06089,3391,2827,32,0,148,0,188,196,39.7,118750,1686,1705,2570,222,123,451,06089
ZCTA5 06090,875,800,0,0,36,0,0,39,52.6,171528,438,437,644,48,47,155,06090
ZCTA5 06091,185,152,0,0,0,0,0,33,46.8,85104,112,73,159,60,17,8,06091
ZCTA5 06092,4400,3899,0,0,300,0,23,178,43.2,193750,1965,2435,2748,138,139,525,06092
ZCTA5 06093,3711,3342,69,0,0,0,41,259,42.9,124079,1925,1786,2500,573,309,300,06093
ZCTA5 06095,29445,13850,10913,69,982,25,1185,2421,42.8,103521,14297,15148,21166,3999,1750,2902,06095
ZCTA5 06096,12563,9560,790,0,856,0,379,978,42.0,85570,5852,6711,9179,2995,1071,791,06096
ZCTA5 06098,10197,8754,339,58,1,0,326,719,47.7,72625,5236,4961,8007,2348,800,775,06098
ZCTA5 06103,2419,1250,355,0,475,0,243,96,29.0,76395,1537,882,1935,242,67,384,06103
ZCTA5 06105,19002,6206,7430,102,426,0,2147,2691,35.7,37725,9017,9985,13612,3259,853,1304,06105
ZCTA5 06106,38511,13424,7447,275,1090,0,7852,8423,32.8,42820,18988,19523,23732,6286,1393,1085,06106
ZCTA5 06107,20717,17578,429,48,1308,0,258,1096,40.5,163902,9734,10983,14467,1085,647,3643,06107
ZCTA5 06108,24158,9982,7318,153,608,0,2684,3413,35.5,52712,12046,12112,16399,6300,1075,680,06108
ZCTA5 06109,27192,22302,1169,12,925,0,1164,1620,44.2,108656,13228,13964,19827,3681,1334,3793,06109
ZCTA5 06110,12813,8096,1448,0,1082,0,862,1325,39.1,81600,6123,6690,9123,1838,986,1027,06110
ZCTA5 06111,30458,23494,1453,15,2239,0,945,2312,44.7,100239,14491,15967,22927,4826,2407,2960,06111
ZCTA5 06112,21977,3660,15083,33,158,0,1942,1101,30.5,40465,10218,11759,12530,4250,1035,483,06112
ZCTA5 06114,26077,6568,6104,268,428,102,10654,1953,35.4,46632,12144,13933,16657,4471,895,440,06114
ZCTA5 06117,15726,11855,1186,17,1398,0,252,1018,45.7,164826,7528,8198,11066,866,592,2500,06117
ZCTA5 06118,26784,13957,6089,84,1039,61,2137,3417,38.9,74495,12924,13860,18362,5835,1941,1386,06118
ZCTA5 06119,14592,10288,1871,87,590,0,503,1253,33.5,101978,6921,7671,10437,1024,386,1941,06119
ZCTA5 06120,13479,2291,7315,54,45,0,1737,2037,31.0,31580,6255,7224,8061,2543,723,135,06120
ZCTA5 06226,19103,13100,1521,51,385,0,1343,2703,30.6,45752,9232,9871,10677,2917,699,891,06226
ZCTA5 06231,3739,3512,0,0,18,0,43,166,47.9,149028,1778,1961,2849,502,301,439,06231
ZCTA5 06232,3160,2952,23,0,57,0,0,128,49.2,124167,1545,1615,2353,557,151,382,06232
ZCTA5 06234,8430,7381,101,0,459,0,95,394,42.6,85072,4477,3953,6152,1543,609,341,06234
ZCTA5 06235,2193,1823,12,0,15,0,125,218,43.7,92083,1067,1126,1515,502,164,141,06235
ZCTA5 06237,5280,4759,98,15,0,0,112,296,53.5,124311,2972,2308,4394,1186,284,458,06237
ZCTA5 06238,12254,11562,39,20,252,0,62,319,45.8,101916,6111,6143,8815,1925,883,1441,06238
ZCTA5 06239,11417,9409,314,134,107,0,346,1107,38.3,69979,5349,6068,8243,2602,998,543,06239
ZCTA5 06241,6776,5600,29,8,116,0,705,318,39.0,79790,3454,3322,4964,1444,344,557,06241
ZCTA5 06242,1256,1185,2,5,6,0,44,14,45.8,88558,681,575,932,251,112,72,06242
ZCTA5 06243,130,120,0,0,0,0,0,10,42.8,250001,80,50,101,9,21,0,06243
ZCTA5 06247,2304,2040,1,2,0,0,121,140,48.7,106842,1284,1020,1647,435,146,204,06247
ZCTA5 06248,5388,5127,68,0,56,0,1,136,45.5,125047,2928,2460,3779,597,393,734,06248
ZCTA5 06249,7145,6572,0,1,73,0,17,482,47.0,107050,3515,3630,5264,1408,623,759,06249
ZCTA5 06250,6304,5128,74,6,535,0,139,422,37.3,91080,3071,3233,4236,593,320,652,06250
ZCTA5 06254,1892,1591,62,2,0,0,25,212,43.3,95543,920,972,1312,446,124,176,06254
ZCTA5 06255,4221,4025,23,0,0,0,54,119,52.0,87000,2061,2160,3220,1158,306,352,06255
ZCTA5 06256,2273,2200,0,0,0,0,49,24,43.9,65000,1078,1195,1834,559,153,139,06256
ZCTA5 06258,95,82,0,0,0,0,0,13,20.1,-666666666,68,27,27,0,0,0,06258
ZCTA5 06259,4391,3800,26,66,122,11,83,283,45.5,101150,2230,2161,3033,608,182,445,06259
ZCTA5 06260,9248,7813,233,4,76,0,654,468,41.0,63648,4250,4998,6734,1985,547,469,06260
ZCTA5 06262,670,612,0,0,0,0,0,58,56.3,68333,316,354,619,321,32,11,06262
ZCTA5 06263,217,136,0,0,0,0,30,51,32.5,80991,108,109,133,30,0,7,06263
ZCTA5 06264,235,175,1,0,0,0,38,21,25.7,84578,153,82,170,92,14,6,06264
ZCTA5 06266,227,207,11,0,2,0,0,7,56.1,79375,97,130,205,87,3,15,06266
ZCTA5 06268,12961,9891,489,34,1776,0,192,579,21.7,48733,5991,6970,4741,686,375,982,06268
ZCTA5 06269,8863,6464,360,0,1368,0,290,381,19.8,-666666666,4048,4815,219,0,0,98,06269
ZCTA5 06277,4328,3732,3,48,17,0,117,411,41.8,108472,2204,2124,3208,1052,401,260,06277
ZCTA5 06278,4421,3680,0,29,32,0,265,415,37.6,96813,2140,2281,3121,1051,236,393,06278
ZCTA5 06279,5586,4850,45,0,340,0,85,266,36.7,85893,3061,2525,3840,1006,415,542,06279
ZCTA5 06280,3337,2852,50,0,1,0,365,69,48.7,73736,1617,1720,2618,1104,315,194,06280
ZCTA5 06281,7369,6234,9,0,0,0,85,1041,42.8,98346,3728,3641,5040,1014,588,858,06281
ZCTA5 06282,931,931,0,0,0,0,0,0,58.8,103419,417,514,805,118,50,216,06282
ZCTA5 06320,27600,15516,4694,91,648,0,3657,2994,35.5,56237,13363,14237,17698,4487,1411,1291,06320
ZCTA5 06330,3305,2837,56,28,45,0,17,322,40.1,97857,1669,1636,2305,820,148,201,06330
ZCTA5 06331,5082,4353,77,0,73,0,0,579,48.5,96126,2592,2490,4018,990,319,430,06331
ZCTA5 06332,938,571,170,0,65,0,0,132,51.2,55934,492,446,731,230,108,22,06332
ZCTA5 06333,7070,5341,233,0,720,0,546,230,44.6,131250,3308,3762,4857,689,427,984,06333
ZCTA5 06334,2343,2211,2,3,8,0,35,84,47.5,101845,1216,1127,1694,411,119,208,06334
ZCTA5 06335,6199,5436,245,0,166,0,32,320,36.0,94212,2998,3201,4158,621,396,452,06335
ZCTA5 06336,67,54,13,0,0,0,0,0,40.3,162500,44,23,35,4,12,5,06336
ZCTA5 06338,41,11,3,16,0,0,0,11,44.2,128750,24,17,28,7,4,2,06338
ZCTA5 06339,9239,7724,238,109,506,0,131,531,38.9,93561,4951,4288,6283,1565,451,954,06339
ZCTA5 06340,29672,21789,1903,113,2109,0,734,3024,33.1,76138,16209,13463,20003,4769,1688,2020,06340
ZCTA5 06350,82,81,0,0,0,0,0,1,62.3,-666666666,35,47,76,36,19,0,06350
ZCTA5 06351,15695,14483,9,138,31,0,94,940,48.6,75737,7975,7720,11496,3554,1185,752,06351
ZCTA5 06353,75,23,52,0,0,0,0,0,-666666666.0,-666666666,75,0,75,52,0,0,06353
ZCTA5 06354,5331,4890,77,0,131,0,0,233,35.7,78116,2687,2644,3823,1520,543,131,06354
ZCTA5 06355,12481,10601,173,77,448,0,103,1079,53.2,121484,6416,6065,9869,1518,899,1817,06355
ZCTA5 06357,11530,10051,312,6,559,0,160,442,55.2,94010,5180,6350,9344,2123,774,1591,06357
ZCTA5 06359,5160,4807,2,6,166,0,1,178,49.8,91932,2664,2496,3869,1022,296,488,06359
ZCTA5 06360,37219,24890,4237,231,2881,0,1534,3446,39.8,63364,18743,18476,26793,8038,1722,1828,06360
ZCTA5 06365,4719,4401,35,14,39,0,67,163,41.0,104868,2206,2513,3263,824,507,334,06365
ZCTA5 06370,7839,6848,464,50,62,0,8,407,39.6,102914,4189,3650,5190,1502,444,512,06370
ZCTA5 06371,9972,9012,80,16,229,0,131,504,49.6,122003,5014,4958,7349,1073,681,1508,06371
ZCTA5 06373,115,108,0,0,0,0,0,7,34.0,-666666666,65,50,104,53,16,0,06373
ZCTA5 06374,8119,7074,254,0,88,0,332,371,36.5,67561,4011,4108,5526,1875,786,294,06374
ZCTA5 06375,3696,3220,124,9,65,0,14,264,48.2,103134,1846,1850,2678,999,193,216,06375
ZCTA5 06376,43,43,0,0,0,0,0,0,44.6,-666666666,17,26,26,0,9,9,06376
ZCTA5 06377,3032,2288,45,82,48,0,120,449,33.8,84593,1767,1265,1888,563,175,50,06377
ZCTA5 06378,5488,5246,66,2,32,0,34,108,57.0,113482,2695,2793,4547,537,493,861,06378
ZCTA5 06379,8973,7501,240,30,299,0,131,772,42.8,81991,4449,4524,6457,1584,412,909,06379
ZCTA5 06380,2725,2373,87,53,0,0,85,127,45.9,53381,1114,1611,1960,608,251,120,06380
ZCTA5 06382,10240,7490,769,213,622,0,404,742,43.3,79160,5143,5097,7827,2434,784,474,06382
ZCTA5 06384,2683,2099,234,2,0,45,12,291,45.9,79789,1407,1276,1863,567,280,171,06384
ZCTA5 06385,15886,13933,296,34,790,0,162,671,47.1,101994,7661,8225,11875,2791,1015,1731,06385
ZCTA5 06387,236,136,0,35,5,0,0,60,46.8,115144,164,72,197,61,0,0,06387
ZCTA5 06389,110,110,0,0,0,0,0,0,54.0,-666666666,73,37,110,37,0,0,06389
ZCTA5 06390,53,33,0,0,0,8,9,3,37.6,47708,33,20,41,11,0,0,06390
ZCTA5 06401,19361,10961,3090,34,564,0,3266,1446,40.5,69663,9411,9950,14488,4464,988,904,06401
ZCTA5 06403,6061,5248,265,0,52,0,77,419,50.1,98042,3304,2757,4635,1039,349,767,06403
ZCTA5 06405,28041,24424,723,16,1092,0,831,955,52.9,94558,13142,14899,22408,5335,1705,3298,06405
ZCTA5 06409,863,659,68,0,111,0,0,25,46.9,77153,375,488,598,249,46,66,06409
ZCTA5 06410,28775,20717,1410,18,2787,0,1103,2740,42.9,147909,14495,14280,19765,2672,1085,3984,06410
ZCTA5 06412,3740,3399,41,6,3,0,91,200,50.6,90929,1865,1875,2787,435,208,314,06412
ZCTA5 06413,13271,12026,136,9,428,0,301,371,48.8,110675,6731,6540,10044,2296,984,1555,06413
ZCTA5 06414,334,185,0,0,0,0,59,90,38.8,-666666666,164,170,235,90,100,5,06414
ZCTA5 06415,16130,14870,345,0,207,0,192,516,42.9,115339,8172,7958,11563,2345,1024,2009,06415
ZCTA5 06416,14250,11257,646,53,835,0,68,1391,43.2,101424,6998,7252,10682,2244,880,2023,06416
ZCTA5 06417,4445,4228,70,0,26,0,10,111,47.1,85859,2276,2169,3351,641,339,479,06417
ZCTA5 06418,11966,8422,1279,48,302,0,889,1026,46.2,68944,5455,6511,9289,3328,717,819,06418
ZCTA5 06419,6216,5687,0,0,104,0,39,386,51.3,124620,3092,3124,4688,1099,330,1005,06419
ZCTA5 06420,4307,3881,26,23,35,0,182,160,39.6,114855,2197,2110,2997,530,362,343,06420
ZCTA5 06422,7197,6478,6,0,114,0,65,534,45.8,148095,3653,3544,5567,1349,390,999,06422
ZCTA5 06423,4887,4579,20,0,9,0,0,279,50.6,108250,2557,2330,3655,848,440,380,06423
ZCTA5 06424,12372,11010,39,42,349,8,90,834,41.7,115136,6036,6336,8873,2097,813,1104,06424
ZCTA5 06426,3377,3090,28,0,98,0,1,160,59.0,97778,1536,1841,2813,194,184,642,06426
ZCTA5 06437,22046,19455,436,0,712,0,316,1127,50.2,124793,11405,10641,15905,2345,1250,3000,06437
ZCTA5 06438,3079,2836,0,0,40,0,17,186,43.9,140000,1653,1426,2242,302,236,432,06438
ZCTA5 06439,23,23,0,0,0,0,0,0,69.0,-666666666,4,19,23,0,0,7,06439
ZCTA5 06441,5234,4662,67,0,405,0,0,100,46.1,117562,2730,2504,3717,726,599,677,06441
ZCTA5 06442,2514,2415,29,0,27,0,13,30,34.9,97115,1246,1268,1570,478,184,289,06442
ZCTA5 06443,17658,16151,92,44,560,0,144,667,51.3,156171,8760,8898,13087,1570,797,2746,06443
ZCTA5 06444,245,245,0,0,0,0,0,0,35.9,109297,98,147,154,14,66,0,06444
ZCTA5 06447,6134,5127,116,0,295,0,61,535,42.0,134643,3111,3023,4271,732,247,774,06447
ZCTA5 06450,36074,25211,2617,159,780,5,3199,4103,40.3,64887,17387,18687,25163,7739,2406,1634,06450
ZCTA5 06451,24482,14715,2328,61,500,18,1838,5022,40.0,59540,11949,12533,17177,5284,1331,899,06451
ZCTA5 06455,2834,2564,12,0,143,0,25,90,51.7,102292,1542,1292,2273,613,227,388,06455
ZCTA5 06456,271,271,0,0,0,0,0,0,65.3,110556,108,163,249,42,0,74,06456
ZCTA5 06457,47030,32818,7125,142,2343,0,664,3938,38.8,75137,22914,24116,33350,7949,3053,4166,06457
ZCTA5 06459,1122,852,79,0,111,0,17,63,20.6,-666666666,562,560,13,9,0,0,06459
ZCTA5 06460,37208,32413,823,15,1354,0,659,1944,47.9,100614,17680,19528,28639,6213,2452,4418,06460
ZCTA5 06461,15075,12496,88,49,1112,0,379,951,44.1,121185,7601,7474,11002,2376,638,1648,06461
ZCTA5 06467,396,394,1,0,0,0,1,0,35.9,-666666666,224,172,249,122,53,52,06467
ZCTA5 06468,18851,16756,239,0,829,0,241,786,43.2,145714,9768,9083,12531,2262,1112,2717,06468
ZCTA5 06469,3377,3235,0,0,0,0,43,99,46.5,98661,1548,1829,2550,459,187,203,06469
ZCTA5 06470,15511,12870,286,63,226,0,393,1673,44.8,141197,8074,7437,10820,2051,747,1745,06470
ZCTA5 06471,7195,6785,11,0,228,0,22,149,50.2,115855,3519,3676,5353,2100,407,423,06471
ZCTA5 06472,6501,5918,34,0,135,0,51,363,42.6,114410,3359,3142,4295,1329,349,430,06472
ZCTA5 06473,24588,20650,794,0,1448,0,763,933,46.2,121980,12327,12261,18191,4531,1090,2680,06473
ZCTA5 06475,10492,9997,53,106,94,0,75,167,57.4,99825,4740,5752,8311,1333,653,1607,06475
ZCTA5 06477,14231,11845,615,0,1254,25,131,361,45.7,138514,6607,7624,9869,1671,729,2141,06477
ZCTA5 06478,12801,10965,190,0,487,0,472,687,46.2,123000,6586,6215,9352,1922,790,1630,06478
ZCTA5 06479,9947,8341,394,0,470,0,224,518,45.9,107493,4997,4950,7315,2045,761,785,06479
ZCTA5 06480,9409,8463,92,0,332,0,132,390,40.8,116098,4736,4673,6690,1167,487,1007,06480
ZCTA5 06481,1406,1281,19,0,106,0,0,0,48.5,97045,656,750,1041,401,58,125,06481
ZCTA5 06482,11830,9750,381,0,320,32,230,1117,44.9,146184,5971,5859,8016,1468,455,1532,06482
ZCTA5 06483,16766,13444,755,22,383,31,627,1504,39.3,96747,8020,8746,11947,3178,1254,1823,06483
ZCTA5 06484,41206,31190,1953,262,3641,0,1433,2727,44.6,112366,19585,21621,30955,6845,2602,4646,06484
ZCTA5 06488,19936,17666,350,2,775,0,182,961,51.5,107266,9443,10493,14812,2796,1246,2342,06488
ZCTA5 06489,32924,29242,390,14,1086,0,621,1571,43.9,121585,16025,16899,23734,5338,2411,3353,06489
ZCTA5 06492,44267,37636,584,2,1962,0,2269,1814,44.3,98513,21167,23100,33097,8860,2811,4236,06492
ZCTA5 06498,6829,5354,87,0,134,0,234,1020,54.6,76691,3130,3699,5684,1174,436,732,06498
ZCTA5 06510,3966,2034,767,34,624,0,111,396,28.0,69694,2010,1956,2468,141,34,400,06510
ZCTA5 06511,55940,21681,20842,115,4242,0,5334,3726,28.9,55248,26870,29070,33277,7528,1375,5570,06511
ZCTA5 06512,29522,22488,1711,20,812,3,2370,2118,45.3,81510,13860,15662,21811,8428,1164,2127,06512
ZCTA5 06513,38217,17592,8304,48,639,0,7802,3832,38.4,46214,18403,19814,26352,8118,1675,1289,06513
ZCTA5 06514,25687,12100,9039,0,1116,0,1857,1575,38.7,84381,12778,12909,17661,4610,1521,2979,06514
ZCTA5 06515,19749,9004,6381,17,570,0,1646,2131,29.8,73161,8891,10858,11812,2246,657,2223,06515
ZCTA5 06516,55336,31247,9822,261,2065,218,6067,5656,36.1,72827,27144,28192,35892,10983,2577,2948,06516
ZCTA5 06517,14287,9449,2805,53,217,0,731,1032,43.9,93877,6816,7471,10344,2198,578,2009,06517
ZCTA5 06518,20849,14705,3090,37,1377,0,622,1018,29.9,101493,9698,11151,12128,2443,725,2046,06518
ZCTA5 06519,16050,5568,4186,192,585,0,3894,1625,33.0,40069,7256,8794,9781,3599,411,597,06519
ZCTA5 06524,5295,4940,127,0,115,0,0,113,42.9,141000,2715,2580,3686,930,126,647,06524
ZCTA5 06525,9050,7381,162,0,890,0,161,456,46.2,190536,4759,4291,6430,587,372,1455,06525
ZCTA5 06604,28264,12715,5104,252,2524,90,4664,2915,38.9,42282,13712,14552,19966,4933,1312,1734,06604
ZCTA5 06605,25860,13000,4837,150,1413,0,4167,2293,34.4,57751,12505,13355,17386,3892,1001,1802,06605
ZCTA5 06606,54125,25755,11093,163,4395,0,8009,4710,40.1,64142,26410,27715,36837,11018,2665,2688,06606
ZCTA5 06607,7133,845,2823,12,518,0,2223,712,29.7,48038,3671,3462,4197,1532,282,150,06607
ZCTA5 06608,10923,2353,2838,0,562,27,3794,1349,34.2,39450,5450,5473,6828,1920,327,61,06608
ZCTA5 06610,22165,9453,5501,140,717,25,4319,2010,39.3,49396,10567,11598,15827,4511,1051,878,06610
ZCTA5 06611,36922,29837,593,173,3248,10,834,2227,42.7,153846,18598,18324,24686,4195,1535,4970,06611
ZCTA5 06612,7630,6913,79,0,190,0,164,284,47.1,181934,4006,3624,5255,691,318,1274,06612
ZCTA5 06614,36184,30003,2189,16,475,13,1538,1950,48.1,99934,17372,18812,27214,6759,2222,3278,06614
ZCTA5 06615,16252,10702,3155,24,243,0,1474,654,44.7,78636,7929,8323,11991,3188,1013,1334,06615
ZCTA5 06702,3260,1036,1076,0,4,0,955,189,54.8,14852,1699,1561,2742,1012,65,80,06702
ZCTA5 06704,30124,10699,11227,71,356,34,3222,4515,36.4,47736,14498,15626,19737,6235,1674,657,06704
ZCTA5 06705,25744,12830,5353,125,1627,0,3203,2606,39.5,54129,11855,13889,17814,5948,1659,1005,06705
ZCTA5 06706,15459,6604,3666,46,603,0,2795,1745,36.5,54075,7707,7752,10680,3710,700,617,06706
ZCTA5 06708,29215,16624,6089,38,713,0,2996,2755,35.6,61111,14444,14771,19123,5997,1182,1384,06708
ZCTA5 06710,10684,3572,4635,0,61,39,1328,1049,31.7,47792,4855,5829,6372,1735,381,407,06710
ZCTA5 06712,9411,8000,456,3,85,0,41,826,45.7,124382,4761,4650,6839,1671,741,910,06712
ZCTA5 06716,16094,14063,675,3,500,0,269,584,43.2,113214,7915,8179,11267,2836,1012,1135,06716
ZCTA5 06750,1333,1271,50,0,12,0,0,0,48.0,120417,640,693,1023,313,84,145,06750
ZCTA5 06751,3399,3102,29,0,61,0,60,147,44.8,113650,1687,1712,2467,652,290,289,06751
ZCTA5 06752,1709,1625,19,0,9,0,4,52,54.8,149722,873,836,1379,248,87,263,06752
ZCTA5 06753,28,28,0,0,0,0,0,0,67.0,-666666666,15,13,28,0,6,7,06753
ZCTA5 06754,1912,1258,61,0,148,0,6,439,40.0,104821,1147,765,1137,284,94,201,06754
ZCTA5 06755,826,755,0,11,0,0,0,60,49.2,107316,376,450,611,182,38,90,06755
ZCTA5 06756,3001,2567,2,0,243,0,26,163,47.3,139283,1471,1530,2188,394,171,426,06756
ZCTA5 06757,2029,1669,0,2,133,0,0,225,54.9,93438,988,1041,1692,352,125,359,06757
ZCTA5 06758,24,24,0,0,0,0,0,0,72.6,68750,9,15,24,9,0,0,06758
ZCTA5 06759,5550,4619,215,0,214,0,144,358,49.8,118527,2700,2850,4286,753,314,767,06759
ZCTA5 06762,7665,6722,41,33,389,0,142,338,41.5,135114,3508,4157,5280,785,575,938,06762
ZCTA5 06763,2035,1824,90,4,0,0,0,117,47.6,102284,1046,989,1541,468,132,183,06763
ZCTA5 06770,31741,21548,4033,0,1454,0,1455,3251,38.7,91114,16426,15315,22566,5829,1859,2865,06770
ZCTA5 06776,27318,22229,1155,7,891,0,995,2041,42.3,97348,12313,15005,18962,4772,1518,2142,06776
ZCTA5 06777,1570,1277,32,0,44,0,0,217,49.3,106118,689,881,1179,221,108,188,06777
ZCTA5 06778,1409,1278,0,0,0,0,9,122,49.5,76953,688,721,1020,361,175,82,06778
ZCTA5 06779,7987,7195,199,0,47,0,134,412,44.1,81686,3777,4210,5974,1708,536,427,06779
ZCTA5 06782,2314,2062,104,0,114,0,0,34,50.3,99712,1090,1224,1725,497,193,167,06782
ZCTA5 06783,2061,1883,32,0,80,0,0,66,52.9,131667,1038,1023,1679,172,76,287,06783
ZCTA5 06784,3515,3068,25,0,54,0,164,204,58.1,112656,1871,1644,2833,430,92,561,06784
ZCTA5 06785,904,874,0,0,0,0,0,30,50.6,110774,481,423,648,90,22,102,06785
ZCTA5 06786,9398,8312,1,0,6,0,141,938,42.1,93110,4328,5070,6523,1980,756,467,06786
ZCTA5 06787,7502,6716,152,0,137,0,37,460,41.1,91913,3999,3503,5141,1631,380,591,06787
ZCTA5 06790,35563,25797,3697,78,1195,0,1731,3065,40.9,66762,17382,18181,25574,8040,2281,2008,06790
ZCTA5 06791,5539,5012,277,0,55,0,55,140,46.0,102282,2978,2561,3974,878,508,489,06791
ZCTA5 06793,1381,1297,0,0,14,0,22,48,43.6,112500,688,693,989,163,41,99,06793
ZCTA5 06794,971,622,0,0,0,0,110,239,37.6,53214,341,630,710,173,64,103,06794
ZCTA5 06795,14190,11828,298,16,881,0,331,836,44.2,86104,6901,7289,10663,2464,846,1513,06795
ZCTA5 06796,799,746,23,3,2,0,20,5,59.5,104444,351,448,644,122,35,103,06796
ZCTA5 06798,9775,8800,224,29,167,0,116,439,53.5,120577,4507,5268,7756,1505,615,1376,06798
ZCTA5 06801,20406,14152,1411,0,1183,0,1630,2030,40.9,108382,10232,10174,13898,2786,1008,1999,06801
ZCTA5 06804,17797,15187,437,111,578,37,615,832,46.9,132349,8439,9358,12790,2840,1055,1911,06804
ZCTA5 06807,7641,5251,347,24,472,0,525,1022,39.5,190515,3779,3862,4911,707,230,1321,06807
ZCTA5 06810,54957,23640,7681,156,2797,0,12546,8137,36.6,71618,27250,27707,36343,8657,2593,3067,06810
ZCTA5 06811,31170,19927,3831,19,1457,34,3501,2401,42.7,100348,15397,15773,22084,4884,1449,3320,06811
ZCTA5 06812,13596,11384,145,11,221,4,656,1175,42.3,140844,6667,6929,8786,2195,470,1262,06812
ZCTA5 06820,21571,18002,330,17,1452,0,324,1446,39.5,250001,10783,10788,13411,514,304,3814,06820
ZCTA5 06824,36969,33780,213,0,1404,0,450,1122,37.5,182768,17625,19344,22105,1942,775,5627,06824
ZCTA5 06825,20565,17723,323,0,1112,0,402,1005,44.5,131397,10104,10461,13699,1876,725,2728,06825
ZCTA5 06830,24881,18526,1322,4,1344,11,1523,2151,43.4,140024,11705,13176,17019,2231,930,4014,06830
ZCTA5 06831,14681,12496,636,0,628,0,327,594,47.6,215797,7038,7643,10925,1306,490,2723,06831
ZCTA5 06840,20709,17781,335,6,1336,0,82,1169,43.5,250001,9684,11025,13183,663,376,3701,06840
ZCTA5 06850,19286,10633,3386,77,1160,0,1972,2058,39.6,115958,9644,9642,14133,2174,1056,2203,06850
ZCTA5 06851,28217,17197,4689,118,1131,43,2206,2833,41.8,103156,13401,14816,21412,3846,1746,3038,06851
ZCTA5 06853,3160,2890,54,9,32,0,10,165,42.4,250001,1451,1709,2145,133,62,567,06853
ZCTA5 06854,32228,13935,7330,90,1072,0,4584,5217,36.7,80398,16843,15385,21937,5023,1605,2251,06854
ZCTA5 06855,8085,5353,865,0,242,35,789,801,44.4,97880,4300,3785,6392,1472,376,668,06855
ZCTA5 06870,8096,6485,196,0,667,0,97,651,40.5,215000,3856,4240,4906,360,112,1508,06870
ZCTA5 06877,25059,21764,622,16,968,0,335,1354,45.5,169623,12412,12647,17310,1236,812,4102,06877
ZCTA5 06878,8303,5812,272,18,1254,0,176,771,41.9,250001,3930,4373,5102,224,142,1408,06878
ZCTA5 06880,27331,22708,480,58,1354,27,533,2171,45.9,242574,13618,13713,18237,1446,618,4947,06880
ZCTA5 06883,10336,8243,491,27,565,0,65,945,46.1,220754,5085,5251,6849,442,352,2155,06883
ZCTA5 06890,4443,4022,41,0,246,0,13,121,44.0,197143,2042,2401,2957,199,122,898,06890
ZCTA5 06896,8747,7500,40,19,292,13,206,677,50.7,165176,4375,4372,6441,762,314,1485,06896
ZCTA5 06897,18473,14807,338,0,1123,0,390,1815,43.7,230545,9544,8929,12060,1102,422,3099,06897
ZCTA5 06901,9599,4820,2464,30,1485,0,225,575,33.5,75815,4734,4865,7315,635,334,1361,06901
ZCTA5 06902,73238,31333,17087,279,4339,105,11662,8433,36.6,85517,35522,37716,52296,10625,3095,6090,06902
ZCTA5 06903,13266,10297,726,0,781,0,176,1286,49.6,206397,6669,6597,9564,768,467,2346,06903
ZCTA5 06905,20201,12669,2370,12,1936,0,1068,2146,39.1,125804,9963,10238,14298,1667,804,2839,06905
ZCTA5 06906,10057,5872,991,0,555,0,734,1905,36.8,95778,5047,5010,6775,1555,324,990,06906
ZCTA5 06907,8948,5387,1569,135,385,0,928,544,37.1,112827,4131,4817,6201,1031,327,870,06907
ZCTA5 07001,17211,7192,4086,54,3577,0,812,1490,39.3,84549,10019,7192,12627,4048,855,1426,07001
ZCTA5 07002,70497,38067,8437,215,7349,16,6425,9988,38.2,80044,35345,35152,49185,12784,3047,4226,07002
ZCTA5 07003,52594,25880,10915,143,4802,0,4643,6211,37.5,92223,25769,26825,36762,7735,2621,4315,07003
ZCTA5 07004,7723,7015,61,0,145,0,0,502,49.0,110703,3639,4084,5737,1307,297,719,07004
ZCTA5 07005,15106,11406,700,107,1382,0,215,1296,42.5,120783,7801,7305,10492,2324,639,1652,07005
ZCTA5 07006,26449,21163,709,62,2136,0,333,2046,44.0,144142,12773,13676,18840,2411,1333,4082,07006
ZCTA5 07008,25170,8011,4096,38,6280,85,3062,3598,37.6,79081,12606,12564,16650,4995,1263,1106,07008
ZCTA5 07009,13225,10912,353,12,1045,0,189,714,45.3,152813,5614,7611,9552,1624,505,1462,07009
ZCTA5 07010,25546,14733,711,212,3435,0,2778,3677,39.9,96734,12426,13120,18636,3460,1114,2146,07010
ZCTA5 07011,40042,20573,2278,104,1567,0,9528,5992,38.5,71489,19450,20592,28222,9575,1596,1116,07011
ZCTA5 07012,14870,9686,808,11,1940,0,674,1751,37.8,94615,7550,7320,9962,2195,778,1234,07012
ZCTA5 07013,29725,18964,862,32,3403,15,2707,3742,44.7,113991,14247,15478,22719,5983,1137,2181,07013
ZCTA5 07014,4098,3047,16,0,696,0,288,51,46.4,110625,1946,2152,3203,920,203,340,07014
ZCTA5 07016,23838,21313,306,10,898,0,335,976,43.1,152941,11876,11962,16871,3125,610,3019,07016
ZCTA5 07017,39557,1286,30898,73,656,30,3806,2808,35.6,60137,17928,21629,27536,8943,2024,1226,07017
ZCTA5 07018,29216,758,24528,72,429,40,1886,1503,34.3,57482,13314,15902,19495,5402,1505,1024,07018
ZCTA5 07020,14394,5830,747,0,5966,0,401,1450,38.8,136806,7180,7214,11533,1122,336,2603,07020
